,sent_a,sent_b,label
2662,This painting scared three fast actresses and that blouse scared more upset.,This painting scared three actresses and that blouse scared more upset actresses.,1.0
2663,Raymond was exiting one purple public park and a teacher was exiting a few bad.,Raymond was exiting one public park and a teacher was exiting a few bad public park.,1.0
2664,Liam leaves one grandfather and many teachers' father leaves four fast grandfather.,Liam leaves one hidden grandfather and many teachers' father leaves four fast.,0.0
2665,The children can hug a few busy cousins and Gregory can hug a lot small.,The children can hug a few cousins and Gregory can hug a lot small cousins.,1.0
2666,Karla's daughters investigate one niece of and Peter's dermatologists investigate at least as many long niece of.,Karla's daughters investigate one serious niece of and Peter's dermatologists investigate at least as many long.,0.0
2667,Every woman talks about one new movie theater and Dan's tutor talks about some big.,Every woman talks about one movie theater and Dan's tutor talks about some big movie theater.,1.0
2668,Curtis didn't leave few determined mentors and James didn't leave many displeased.,Curtis didn't leave few mentors and James didn't leave many displeased mentors.,1.0
2669,The Lutherans' daughters scan five busy grandfathers and these waiters scan four lucky.,The Lutherans' daughters scan five grandfathers and these waiters scan four lucky grandfathers.,1.0
2670,Some computer astounds three excited ex-boyfriends and Jennifer's dermatologists astounds at least as many displeased.,Some computer astounds three ex-boyfriends and Jennifer's dermatologists astounds at least as many displeased ex-boyfriends.,1.0
2671,These pedestrians aren't arguing about one doctor and Bradley was arguing about some troubled doctor.,These pedestrians aren't arguing about one confident doctor and Bradley was arguing about some troubled.,0.0
2672,Judy wore four sweaters and Emily wore five big sweaters.,Judy wore four brown sweaters and Emily wore five big.,0.0
2673,Some man's colleague goes to two blue schools and Gregory goes to three orange.,Some man's colleague goes to two schools and Gregory goes to three orange schools.,1.0
2674,A lady cleans no red hospitals and Amelia cleans some hidden.,A lady cleans no hospitals and Amelia cleans some hidden hospitals.,1.0
2675,Peter remembers one grandfather and Tanya remembers few concealed grandfather.,Peter remembers one uncertain grandfather and Tanya remembers few concealed.,0.0
2676,Many dishes hadn't impressed no waiters and some water hadn't impressed some unlucky waiters.,Many dishes hadn't impressed no ill waiters and some water hadn't impressed some unlucky.,0.0
2677,Jason was passing one messy museum and that woman was passing several dirty.,Jason was passing one museum and that woman was passing several dirty museum.,1.0
2678,Patricia isn't complaining about one exposed guest and Roger isn't complaining about five uncertain.,Patricia isn't complaining about one guest and Roger isn't complaining about five uncertain guest.,1.0
2679,Amy has driven to one hospital and Carla has driven to some messy hospital.,Amy has driven to one purple hospital and Carla has driven to some messy.,0.0
2680,Marie works with five uncertain people and Leslie works with four concealed.,Marie works with five people and Leslie works with four concealed people.,1.0
2681,Marcus exited one white hospital and Heidi exited several concealed.,Marcus exited one hospital and Heidi exited several concealed hospital.,1.0
2682,The dishes disturb two lost daughters of and all plays about Monet disturb three delighted.,The dishes disturb two daughters of and all plays about Monet disturb three delighted daughters of.,1.0
2683,Julia is hugging one content best friend and Becca is hugging at least as many excited.,Julia is hugging one best friend and Becca is hugging at least as many excited best friend.,1.0
2684,Michelle conceals three hills and that guy conceals at least as many out in the open hills.,Michelle conceals three black hills and that guy conceals at least as many out in the open.,0.0
2685,Stacy had respected one doctor and Grace had respected many unsure doctor.,Stacy had respected one lost doctor and Grace had respected many unsure.,0.0
2686,Women shouldn't appreciate one ex-husband and Becky shouldn't appreciate two long ex-husband.,Women shouldn't appreciate one confident ex-husband and Becky shouldn't appreciate two long.,0.0
2687,Phillip's ex-girlfriends examine four newspaper articles and Tamara's ex-wives examine five smooth newspaper articles.,Phillip's ex-girlfriends examine four black newspaper articles and Tamara's ex-wives examine five smooth.,0.0
2688,Meredith wasn't cleaning one purple nose and Carolyn's ex-boyfriends weren't cleaning three out in the open.,Meredith wasn't cleaning one nose and Carolyn's ex-boyfriends weren't cleaning three out in the open nose.,1.0
2689,Andrea's dentists mess up three big malls and Susan's ex-boyfriends mess up fewer green.,Andrea's dentists mess up three malls and Susan's ex-boyfriends mess up fewer green malls.,1.0
2690,Beth saw one ill piano teacher and Kristin saw several content.,Beth saw one piano teacher and Kristin saw several content piano teacher.,1.0
2691,Deanna toured several college campuses and Curtis toured a few concealed college campuses.,Deanna toured several yellow college campuses and Curtis toured a few concealed.,0.0
2692,Vincent isn't running around three libraries and the Borgias aren't running around almost as many exposed libraries.,Vincent isn't running around three red libraries and the Borgias aren't running around almost as many exposed.,0.0
2693,Vanessa had a few out in the open screens and Linda had several brown.,Vanessa had a few screens and Linda had several brown screens.,1.0
2694,Daniel's spouse insults five electricians and Ellen insults four employed electricians.,Daniel's spouse insults five excited electricians and Ellen insults four employed.,0.0
2695,Every waiter shouldn't take a few reports about and Jason shouldn't take several concealed reports about.,Every waiter shouldn't take a few lost reports about and Jason shouldn't take several concealed.,0.0
2696,The guest liked one standing waiter and Donald's son liked two small.,The guest liked one waiter and Donald's son liked two small waiter.,1.0
2697,Wayne's cousins question one grandmother of and Tonya's best friends question many determined grandmother of.,Wayne's cousins question one old grandmother of and Tonya's best friends question many determined.,0.0
2698,Elaine isn't irritating a lot of tutors and a lot of plays weren't irritating a few busy tutors.,Elaine isn't irritating a lot of good tutors and a lot of plays weren't irritating a few busy.,0.0
2699,Some senator hides one boyfriend and Tamara hides few out in the open boyfriend.,Some senator hides one long boyfriend and Tamara hides few out in the open.,0.0
2700,What senators was Alicia approaching and some teachers scaring?,What was Alicia approaching senators and some teachers scaring?,0.0
2701,Whose is Clyde exiting restaurants and Amelia talking about?,Whose restaurants is Clyde exiting and Amelia talking about?,1.0
2702,Which teenagers had Tamara hired and Grace fired?,Which had Tamara hired teenagers and Grace fired?,0.0
2703,What lights could Spain sell and Andrea discover?,What could Spain sell lights and Andrea discover?,0.0
2704,What paintings has Melissa looked like and Erin revealed?,What has Melissa looked like paintings and Erin revealed?,0.0
2705,Which has Melanie found carriages and Diana revealed?,Which carriages has Melanie found and Diana revealed?,1.0
2706,What has William stunned offspring and Melinda escaped from?,What offspring has William stunned and Melinda escaped from?,1.0
2707,What alumni might some socks shock and Denise appreciate?,What might some socks shock alumni and Denise appreciate?,0.0
2708,Which girls is the dress irritating and the Lutherans revealing?,Which is the dress irritating girls and the Lutherans revealing?,0.0
2709,What could those girls flee from guys and a lot of socks bore?,What guys could those girls flee from and a lot of socks bore?,1.0
2710,What schools were many cars embarrassing and Daniel driving to?,What were many cars embarrassing schools and Daniel driving to?,0.0
2711,What could some teenager skate around cafes and a lot of committees conceal?,What cafes could some teenager skate around and a lot of committees conceal?,1.0
2712,What had Elaine escaped from lakes and Gary thought about?,What lakes had Elaine escaped from and Gary thought about?,1.0
2713,What is Aaron lifting mountains and that woman insulting?,What mountains is Aaron lifting and that woman insulting?,1.0
2714,Which children had Phillip worried and Dawn disturbed?,Which had Phillip worried children and Dawn disturbed?,0.0
2715,Whose can drivers arrive at closets and Heidi walk through?,Whose closets can drivers arrive at and Heidi walk through?,1.0
2716,Which has Steve hired students and Monet hated?,Which students has Steve hired and Monet hated?,1.0
2717,Which analyses can Heidi dislike and Melissa think about?,Which can Heidi dislike analyses and Melissa think about?,0.0
2718,Which had those waiters lifted libraries and Alicia explored?,Which libraries had those waiters lifted and Alicia explored?,1.0
2719,Which children has Valerie approached and Sonia hurt?,Which has Valerie approached children and Sonia hurt?,0.0
2720,Which students does Leslie kiss and Kendra visit?,Which does Leslie kiss students and Kendra visit?,0.0
2721,Which did Veronica work with teachers and the rivers bore?,Which teachers did Veronica work with and the rivers bore?,1.0
2722,What is Jodi curing adults and Karen returning to?,What adults is Jodi curing and Karen returning to?,1.0
2723,Which men might Regina work with and that waiter cure?,Which might Regina work with men and that waiter cure?,0.0
2724,What had Lori descended slopes and Carlos climbed down?,What slopes had Lori descended and Carlos climbed down?,1.0
2725,Which women could Emily criticize and Christine notice?,Which could Emily criticize women and Christine notice?,0.0
2726,Which had most girls biked to lakes and most drivers described?,Which lakes had most girls biked to and most drivers described?,1.0
2727,Whose can Julia bring mice and Brett notice?,Whose mice can Julia bring and Brett notice?,1.0
2728,Which is Samuel fixing teeth and Grace selling?,Which teeth is Samuel fixing and Grace selling?,1.0
2729,Which was Tara kissing girls and Alice thinking about?,Which girls was Tara kissing and Alice thinking about?,1.0
2730,What cashiers is Ellen shocking and the waitresses boring?,What is Ellen shocking cashiers and the waitresses boring?,0.0
2731,Which is Angela hugging doctors and Paula admiring?,Which doctors is Angela hugging and Paula admiring?,1.0
2732,Which does Theresa describe men and every coat worry?,Which men does Theresa describe and every coat worry?,1.0
2733,Which customers was Stacey curing and these pedestrians complaining about?,Which was Stacey curing customers and these pedestrians complaining about?,0.0
2734,What had Donna concealed guests and some lady appreciated?,What guests had Donna concealed and some lady appreciated?,1.0
2735,Which people have many universities known and Gregory praised?,Which have many universities known people and Gregory praised?,0.0
2736,What waitresses is Sheila distracting and Tracy returning to?,What is Sheila distracting waitresses and Tracy returning to?,0.0
2737,Whose mountains might Rhonda climb up and Becky explore?,Whose might Rhonda climb up mountains and Becky explore?,0.0
2738,Which had some museums known men and some waitress listened to?,Which men had some museums known and some waitress listened to?,1.0
2739,What senators did those teenagers astound and Heidi criticize?,What did those teenagers astound senators and Heidi criticize?,0.0
2740,Which can Rose impress students and Cindy see?,Which students can Rose impress and Cindy see?,1.0
2741,What had Gerald worked with waitresses and George annoyed?,What waitresses had Gerald worked with and George annoyed?,1.0
2742,Which books did Marcus hate and Craig praise?,Which did Marcus hate books and Craig praise?,0.0
2743,Whose can Gregory tour hospitals and Douglas irritate?,Whose hospitals can Gregory tour and Douglas irritate?,1.0
2744,Whose pants will Margaret wear and Donald lift?,Whose will Margaret wear pants and Donald lift?,0.0
2745,Which had those cashiers visited men and Jeffrey admired?,Which men had those cashiers visited and Jeffrey admired?,1.0
2746,Whose has Jerry toured libraries and many turtles scared?,Whose libraries has Jerry toured and many turtles scared?,1.0
2747,What did all actors shock men and Carrie investigate?,What men did all actors shock and Carrie investigate?,1.0
2748,What slopes was Donald lifting and Jacqueline selling?,What was Donald lifting slopes and Jacqueline selling?,0.0
2749,Which had these doctors worn shoes and the pedestrians sold?,Which shoes had these doctors worn and the pedestrians sold?,1.0
2750,Which is Donna boring actresses and Denise alarming?,Which actresses is Donna boring and Denise alarming?,1.0
2751,What actresses could Monet talk to and some schools impress?,What could Monet talk to actresses and some schools impress?,0.0
2752,Whose was Rachel worrying organizations and some river disturbing?,Whose organizations was Rachel worrying and some river disturbing?,1.0
2753,What are prints confusing teachers and Amanda bothering?,What teachers are prints confusing and Amanda bothering?,1.0
2754,What waitresses were those ladies upsetting and Julie appreciating?,What were those ladies upsetting waitresses and Julie appreciating?,0.0
2755,Which had the chicken shocked boys and girls described?,Which boys had the chicken shocked and girls described?,1.0
2756,What should Regina fire men and Rebecca distract?,What men should Regina fire and Rebecca distract?,1.0
2757,Which has Denise cleaned malls and Dan brought?,Which malls has Denise cleaned and Dan brought?,1.0
2758,What had Adam returned to malls and a lot of senators disliked?,What malls had Adam returned to and a lot of senators disliked?,1.0
2759,Which had the adult biked to glaciers and Mary dropped by?,Which glaciers had the adult biked to and Mary dropped by?,1.0
2760,What was that mirror boring waitresses and Barbara discovering?,What waitresses was that mirror boring and Barbara discovering?,1.0
2761,Which does Kayla lift hamsters and Amanda discover?,Which hamsters does Kayla lift and Amanda discover?,1.0
2762,What schools was Gary dropping by and Tina biking to?,What was Gary dropping by schools and Tina biking to?,0.0
2763,Which art galleries will Vanessa arrive at and Kimberley insult?,Which will Vanessa arrive at art galleries and Kimberley insult?,0.0
2764,What was this waiter observing customers and Margaret observing?,What customers was this waiter observing and Margaret observing?,1.0
2765,Which public parks might this girl respect and Rhonda tour?,Which might this girl respect public parks and Rhonda tour?,0.0
2766,What customers has Gregory forgotten and the teenager kissed?,What has Gregory forgotten customers and the teenager kissed?,0.0
2767,Which do all patients notice guests and the cats impress?,Which guests do all patients notice and the cats impress?,1.0
2768,Which will a teenager hate stories and Carl forget?,Which stories will a teenager hate and Carl forget?,1.0
2769,What companies was music astounding and David disturbing?,What was music astounding companies and David disturbing?,0.0
2770,What has Samuel annoyed men and Cynthia observed?,What men has Samuel annoyed and Cynthia observed?,1.0
2771,What children has Dan worked with and Craig insulted?,What has Dan worked with children and Craig insulted?,0.0
2772,Which boys was Noah praising and a child approaching?,Which was Noah praising boys and a child approaching?,0.0
2773,What high schools had Brenda gone to and Martha sold?,What had Brenda gone to high schools and Martha sold?,0.0
2774,What would the waitresses dislike pedestrians and Carrie praise?,What pedestrians would the waitresses dislike and Carrie praise?,1.0
2775,Whose windows do most doctors break and Melissa lift?,Whose do most doctors break windows and Melissa lift?,0.0
2776,Which teachers can Claire flee from and Andrew hide?,Which can Claire flee from teachers and Andrew hide?,0.0
2777,Which has Frank exited schools and a photograph disgusted?,Which schools has Frank exited and a photograph disgusted?,1.0
2778,What students has Stacey appreciated and Anne discussed?,What has Stacey appreciated students and Anne discussed?,0.0
2779,What is a nose disgusting children and Nancy escaping from?,What children is a nose disgusting and Nancy escaping from?,1.0
2780,Whose had Helen cured octopi and a pedestrian thought about?,Whose octopi had Helen cured and a pedestrian thought about?,1.0
2781,Which waitresses had Jessica insulted and Rhonda thought about?,Which had Jessica insulted waitresses and Rhonda thought about?,0.0
2782,Which was Adam descending stairs and Amy climbing up?,Which stairs was Adam descending and Amy climbing up?,1.0
2783,What is that lady attacking women and Marcus referencing?,What women is that lady attacking and Marcus referencing?,1.0
2784,Whose will Dan clean lakes and Leslie reveal?,Whose lakes will Dan clean and Leslie reveal?,1.0
2785,Which girls had Ruth concealed and Heidi embarrassed?,Which had Ruth concealed girls and Heidi embarrassed?,0.0
2786,What could some senator boast about students and Eric cure?,What students could some senator boast about and Eric cure?,1.0
2787,Which alumni should Beth listen to and the hospital hate?,Which should Beth listen to alumni and the hospital hate?,0.0
2788,Whose has Carlos passed cafes and these pedestrians left?,Whose cafes has Carlos passed and these pedestrians left?,1.0
2789,Which had Galileo forgotten guests and Kevin distracted?,Which guests had Galileo forgotten and Kevin distracted?,1.0
2790,What has Gerald revealed apples and Angela bought?,What apples has Gerald revealed and Angela bought?,1.0
2791,What apples should Nancy bring and Sara clean?,What should Nancy bring apples and Sara clean?,0.0
2792,Which libraries was Emily driving to and some guy confusing?,Which was Emily driving to libraries and some guy confusing?,0.0
2793,Whose has an adult examined plays and George sounded like?,Whose plays has an adult examined and George sounded like?,1.0
2794,Whose had most computers resembled paintings and these photographs looked like?,Whose paintings had most computers resembled and these photographs looked like?,1.0
2795,Which movie theaters has Gregory exited and Joseph left?,Which has Gregory exited movie theaters and Joseph left?,0.0
2796,Whose skateboards can a guy lift and Natalie think about?,Whose can a guy lift skateboards and Natalie think about?,0.0
2797,What has the student distracted alumni and Diana appreciated?,What alumni has the student distracted and Diana appreciated?,1.0
2798,Whose ladders has the lady ascended and Lawrence revealed?,Whose has the lady ascended ladders and Lawrence revealed?,0.0
2799,Which reports might Katherine see and the legislature criticize?,Which might Katherine see reports and the legislature criticize?,0.0
2800,Brian had questioned who an association can astound Diana.,Brian had questioned an association that can astound Diana.,1.0
2801,Leslie remembered who some guest has bothered women.,Leslie remembered some guest that has bothered women.,1.0
2802,Deanna discovers all essays that hadn't bored Elaine.,Deanna discovers who all essays hadn't bored Elaine.,0.0
2803,The woman hadn't thought about those screens that aren't worrying Andrew.,The woman hadn't thought about who those screens aren't worrying Andrew.,0.0
2804,Phillip sees some teeth that are upsetting Kendra.,Phillip sees who some teeth are upsetting Kendra.,0.0
2805,Cheryl thought about who some dog upset Sandra.,Cheryl thought about some dog that upset Sandra.,1.0
2806,Christine remembered who those pamphlets can't irritate men.,Christine remembered those pamphlets that can't irritate men.,1.0
2807,Rebecca knew all alumni that have helped a boy.,Rebecca knew who all alumni have helped a boy.,0.0
2808,Tammy notices a coat that hurt Tiffany.,Tammy notices who a coat hurt Tiffany.,0.0
2809,Leslie thinks about who the phenomenon annoys a lot of dancers.,Leslie thinks about the phenomenon that annoys a lot of dancers.,1.0
2810,Omar forgets most commentaries that haven't embarrassed Wendy.,Omar forgets who most commentaries haven't embarrassed Wendy.,0.0
2811,Bethany remembers this waiter that is approaching Amanda.,Bethany remembers who this waiter is approaching Amanda.,0.0
2812,Sabrina is researching a story that confused Mark.,Sabrina is researching who a story confused Mark.,0.0
2813,Vanessa forgot a boy that hasn't investigated Carl.,Vanessa forgot who a boy hasn't investigated Carl.,0.0
2814,Elaine questions most adults that didn't observe Lisa.,Elaine questions who most adults didn't observe Lisa.,0.0
2815,Samuel sees those cups that scared many patients.,Samuel sees who those cups scared many patients.,0.0
2816,Steve shouldn't investigate who these universities shouldn't irritate that teacher.,Steve shouldn't investigate these universities that shouldn't irritate that teacher.,1.0
2817,Tammy shouldn't think about what a blouse resembled drawings.,Tammy shouldn't think about a blouse that resembled drawings.,1.0
2818,Connie has remembered the report that can't disgust Sheila.,Connie has remembered who the report can't disgust Sheila.,0.0
2819,Alicia has researched who this means will upset Bruce.,Alicia has researched this means that will upset Bruce.,1.0
2820,Monica thinks about a picture that won't shock Scott.,Monica thinks about who a picture won't shock Scott.,0.0
2821,Girls are questioning this child that had researched those restaurants.,Girls are questioning what this child had researched those restaurants.,0.0
2822,Omar had thought about that fork that hurts Clyde.,Omar had thought about who that fork hurts Clyde.,0.0
2823,Frank does discover who a carriage is distracting Sherry.,Frank does discover a carriage that is distracting Sherry.,1.0
2824,Paula is researching who most associations aren't irritating Kimberley.,Paula is researching most associations that aren't irritating Kimberley.,1.0
2825,Mark isn't investigating who a lot of teachers talked to Ronald.,Mark isn't investigating a lot of teachers that talked to Ronald.,1.0
2826,Veronica saw who a lot of mirrors haven't scared Claire.,Veronica saw a lot of mirrors that haven't scared Claire.,1.0
2827,The waiter should think about some gates that were boring Gregory.,The waiter should think about who some gates were boring Gregory.,0.0
2828,Sabrina had researched what many oases aren't looking like that sketch.,Sabrina had researched many oases that aren't looking like that sketch.,1.0
2829,Many universities forget who the women hadn't described Deborah.,Many universities forget the women that hadn't described Deborah.,1.0
2830,Martin remembers this pamphlet that will confuse every adult.,Martin remembers who this pamphlet will confuse every adult.,0.0
2831,A lot of waiters remembered what the customers resemble those pictures.,A lot of waiters remembered the customers that resemble those pictures.,1.0
2832,Laura couldn't discover who a lot of companies hire that guy.,Laura couldn't discover a lot of companies that hire that guy.,1.0
2833,Martha forgets what a waiter hadn't loved all plays.,Martha forgets a waiter that hadn't loved all plays.,1.0
2834,Vincent hadn't noticed these candles that weren't irritating Steve.,Vincent hadn't noticed who these candles weren't irritating Steve.,0.0
2835,Grace investigates who patients confuse Laura.,Grace investigates patients that confuse Laura.,1.0
2836,A senator won't remember many teenagers that haven't concealed Ella.,A senator won't remember who many teenagers haven't concealed Ella.,0.0
2837,The Borgias forget the doctor that isn't hiding most coats.,The Borgias forget what the doctor isn't hiding most coats.,0.0
2838,That student hadn't known all offspring that love most drivers.,That student hadn't known who all offspring love most drivers.,0.0
2839,Sara questioned what many dancers drive to every hill.,Sara questioned many dancers that drive to every hill.,1.0
2840,Guy can't discover who those trucks couldn't worry Thomas.,Guy can't discover those trucks that couldn't worry Thomas.,1.0
2841,Andrea had remembered who the mountains haven't aggravated all children.,Andrea had remembered the mountains that haven't aggravated all children.,1.0
2842,Melinda had thought about who some geese embarrass Eric.,Melinda had thought about some geese that embarrass Eric.,1.0
2843,Meredith was questioning who a pedestrian stunned most patients.,Meredith was questioning a pedestrian that stunned most patients.,1.0
2844,Jane sees some mirror that shocks Katherine.,Jane sees who some mirror shocks Katherine.,0.0
2845,The Lutherans forget that patient that wasn't returning to the Borgias.,The Lutherans forget who that patient wasn't returning to the Borgias.,0.0
2846,These people see who the sketches aren't disgusting Sherry.,These people see the sketches that aren't disgusting Sherry.,1.0
2847,Some ladies notice ladies that annoys Clyde.,Some ladies notice who ladies annoys Clyde.,0.0
2848,Winston Churchill was questioning many governments that worried Rose.,Winston Churchill was questioning who many governments worried Rose.,0.0
2849,Douglas was investigating some guys that won't reference a lot of children.,Douglas was investigating who some guys won't reference a lot of children.,0.0
2850,Every man notices these convertibles that resemble every sketch.,Every man notices what these convertibles resemble every sketch.,0.0
2851,Some company hadn't forgotten what these students aren't cleaning every couch.,Some company hadn't forgotten these students that aren't cleaning every couch.,1.0
2852,Nancy investigated drivers that have arrived at that hospital.,Nancy investigated what drivers have arrived at that hospital.,0.0
2853,All women discover what a student couldn't like the grocery stores.,All women discover a student that couldn't like the grocery stores.,1.0
2854,Rose remembered a lot of cafes that couldn't aggravate Kristin.,Rose remembered who a lot of cafes couldn't aggravate Kristin.,0.0
2855,Cynthia isn't researching who the synopsis was impressing Kimberley.,Cynthia isn't researching the synopsis that was impressing Kimberley.,1.0
2856,Meredith does forget a doctor that was admiring every art gallery.,Meredith does forget what a doctor was admiring every art gallery.,0.0
2857,Timothy isn't investigating the children that fire Linda.,Timothy isn't investigating who the children fire Linda.,0.0
2858,Todd researched who these hills will aggravate Laura.,Todd researched these hills that will aggravate Laura.,1.0
2859,Stacy hasn't questioned universities that insult many lakes.,Stacy hasn't questioned what universities insult many lakes.,0.0
2860,Sonia could question that waiter that returned to a cafe.,Sonia could question what that waiter returned to a cafe.,0.0
2861,Brett hasn't seen who most pies confused the waiter.,Brett hasn't seen most pies that confused the waiter.,1.0
2862,The committees forget some lady that was visiting this girl.,The committees forget who some lady was visiting this girl.,0.0
2863,Gina hasn't noticed these drawings that looked like Curtis.,Gina hasn't noticed who these drawings looked like Curtis.,0.0
2864,Cashiers investigate that waitress that hasn't fled from Laura.,Cashiers investigate who that waitress hasn't fled from Laura.,0.0
2865,Janet forgot every story that bored Barbara.,Janet forgot who every story bored Barbara.,0.0
2866,Colleen questions what some woman didn't buy that mouth.,Colleen questions some woman that didn't buy that mouth.,1.0
2867,Many men remember that teacher that wasn't discussing Sherry.,Many men remember who that teacher wasn't discussing Sherry.,0.0
2868,April could question some boy that has scanned the play.,April could question what some boy has scanned the play.,0.0
2869,Some drivers investigate some guests that are lifting the fork.,Some drivers investigate what some guests are lifting the fork.,0.0
2870,Most guys question a lot of women that tour the banks.,Most guys question what a lot of women tour the banks.,0.0
2871,The people have known a lot of guys that stunned some child.,The people have known who a lot of guys stunned some child.,0.0
2872,These companies remember what the child would descend hills.,These companies remember the child that would descend hills.,1.0
2873,Spain remembered many synopses that astounded Kenneth.,Spain remembered who many synopses astounded Kenneth.,0.0
2874,Wayne didn't research these malls that aren't confusing Diane.,Wayne didn't research who these malls aren't confusing Diane.,0.0
2875,Jennifer investigates who every government isn't stunning Suzanne.,Jennifer investigates every government that isn't stunning Suzanne.,1.0
2876,Amanda investigates who most banks fired Theresa.,Amanda investigates most banks that fired Theresa.,1.0
2877,Roger can remember what the customer isn't climbing up many steps.,Roger can remember the customer that isn't climbing up many steps.,1.0
2878,All dancers think about this picture that alarms Janet.,All dancers think about who this picture alarms Janet.,0.0
2879,Beverly knew who the woman hadn't questioned the Lutherans.,Beverly knew the woman that hadn't questioned the Lutherans.,1.0
2880,Mark knew who an adult fired the pedestrian.,Mark knew an adult that fired the pedestrian.,1.0
2881,Andrea hadn't noticed the actress that cures that fish.,Andrea hadn't noticed what the actress cures that fish.,0.0
2882,Those waitresses could know most cashiers that haven't listened to Amelia.,Those waitresses could know who most cashiers haven't listened to Amelia.,0.0
2883,Rachelle won't know those students that shouldn't drop by many museums.,Rachelle won't know what those students shouldn't drop by many museums.,0.0
2884,Kendra noticed wheelbarrows that hurt Tanya.,Kendra noticed who wheelbarrows hurt Tanya.,0.0
2885,Jacqueline questioned what a lot of alumni aren't climbing up a lot of slopes.,Jacqueline questioned a lot of alumni that aren't climbing up a lot of slopes.,1.0
2886,Paul should know who many guests fire William.,Paul should know many guests that fire William.,1.0
2887,A dancer discovers a lot of eyes that might upset Kirsten.,A dancer discovers who a lot of eyes might upset Kirsten.,0.0
2888,Grace remembered who a story is stunning Tamara.,Grace remembered a story that is stunning Tamara.,1.0
2889,Sabrina investigates what every customer drops by movie theaters.,Sabrina investigates every customer that drops by movie theaters.,1.0
2890,Jason remembers who a lot of college campuses impressed Todd.,Jason remembers a lot of college campuses that impressed Todd.,1.0
2891,Judy has forgotten many ladies that haven't run around those movie theaters.,Judy has forgotten what many ladies haven't run around those movie theaters.,0.0
2892,The girls questioned who that doctor astounded Patricia.,The girls questioned that doctor that astounded Patricia.,1.0
2893,Women question what some universities had bought some photographs.,Women question some universities that had bought some photographs.,1.0
2894,Most doctors shouldn't question what these alumni hadn't discovered some college campus.,Most doctors shouldn't question these alumni that hadn't discovered some college campus.,1.0
2895,Emily researched what the essay has alarmed the association.,Emily researched the essay that has alarmed the association.,1.0
2896,Martha wasn't thinking about who that picture bothers Veronica.,Martha wasn't thinking about that picture that bothers Veronica.,1.0
2897,Some pedestrians remember every high school that disturbed Pamela.,Some pedestrians remember who every high school disturbed Pamela.,0.0
2898,Irene doesn't remember many students that shouldn't bother Marcus.,Irene doesn't remember who many students shouldn't bother Marcus.,0.0
2899,Some drivers investigated a lot of hospitals that can criticize Helen.,Some drivers investigated who a lot of hospitals can criticize Helen.,0.0
2900,It's himself that attacked this cashier.,It's himself that this cashier attacked.,1.0
2901,It's herself that Andrea attacked.,It's herself that attacked Andrea.,0.0
2902,It's herself that Sharon talked about.,It's herself that talked about Sharon.,0.0
2903,It's himself that Todd described.,It's himself that described Todd.,0.0
2904,It's themselves that some spotlights astounded.,It's themselves that astounded some spotlights.,0.0
2905,It's herself who criticized Karen.,It's herself who Karen criticized.,1.0
2906,It's itself that isn't stunning some ice.,It's itself that some ice isn't stunning.,1.0
2907,It's himself who Robert discusses.,It's himself who discusses Robert.,0.0
2908,It's herself who Judy wasn't firing.,It's herself who wasn't firing Judy.,0.0
2909,It's herself that Carmen won't stun.,It's herself that won't stun Carmen.,0.0
2910,It's herself who Gina did work with.,It's herself who did work with Gina.,0.0
2911,It's itself that that pork would stun.,It's itself that would stun that pork.,0.0
2912,It's itself that this committee has referenced.,It's itself that has referenced this committee.,0.0
2913,It's herself that couldn't insult Allison.,It's herself that Allison couldn't insult.,1.0
2914,It's themselves that haven't disgusted many college campuses.,It's themselves that many college campuses haven't disgusted.,1.0
2915,It's himself that Guy likes.,It's himself that likes Guy.,0.0
2916,It's himself who Bill astounded.,It's himself who astounded Bill.,0.0
2917,It's herself that had talked to Rose.,It's herself that Rose had talked to.,1.0
2918,It's himself who Robert attacked.,It's himself who attacked Robert.,0.0
2919,It's herself who Jodi stunned.,It's herself who stunned Jodi.,0.0
2920,It's themselves that all dishes weren't distracting.,It's themselves that weren't distracting all dishes.,0.0
2921,It's themselves that some legislatures can't astound.,It's themselves that can't astound some legislatures.,0.0
2922,It's itself that isn't alarming the cake.,It's itself that the cake isn't alarming.,1.0
2923,It's herself who can talk about Tamara.,It's herself who Tamara can talk about.,1.0
2924,It's herself who had argued about Andrea.,It's herself who Andrea had argued about.,1.0
2925,It's herself that wasn't describing Linda.,It's herself that Linda wasn't describing.,1.0
2926,It's himself who Russell didn't hide.,It's himself who didn't hide Russell.,0.0
2927,It's themselves who hadn't disagreed with the Lutherans.,It's themselves who the Lutherans hadn't disagreed with.,1.0
2928,It's himself who Gerald isn't hurting.,It's himself who isn't hurting Gerald.,0.0
2929,It's himself who visits Steve.,It's himself who Steve visits.,1.0
2930,It's herself who Sabrina should boast about.,It's herself who should boast about Sabrina.,0.0
2931,It's himself that Wayne was questioning.,It's himself that was questioning Wayne.,0.0
2932,It's herself who had bored Stacy.,It's herself who Stacy had bored.,1.0
2933,It's herself that Veronica was curing.,It's herself that was curing Veronica.,0.0
2934,It's itself that that commentary has disturbed.,It's itself that has disturbed that commentary.,0.0
2935,It's themselves that knew all men.,It's themselves that all men knew.,1.0
2936,It's herself who respected Sally.,It's herself who Sally respected.,1.0
2937,It's herself who hasn't impressed Denise.,It's herself who Denise hasn't impressed.,1.0
2938,It's itself that hurt some print.,It's itself that some print hurt.,1.0
